Gender,abbess (any),bad abbess,good abbess,morality of abbess(es),abduction (any),female abductee,male abductee,gender of abductee(s),adultery,banditti,banishment,"mark, identifying (any)",birthmark,scar,kind of mark,blood (any),"brothers, dissimilar",cave,"child/infant, dead",clergyman (any),evil clergyman,good clergyman,morality of clergyman,confinement (any),extralegal confinement,legal confinement,legality of confinement,convent (any),haven in convent,prison in convent,quality of convent,corpse (any),cross-gender dressing,male disguised as female,female disguised as male,original gender,death (any),emotionally induced death,pre-nuptual death,sad and/or pious death,kind of death,deathbed,agonies on deathbed,"blessing, missed","speech, unfinished, on deathbed",action on deathbed,"door, secret","dream, prophetic",drugging,vice,drunkenness,gaming,gluttony,kind of vice,dueling and other single combat,dungeon,elopement (any),successful elopement,bungled or prevented elopement,success of elopement,execution,fainting (any),female fainting,male fainting,gender of fainter,falling (any),fire (any),flagellation,ghost (any),grave (any),"homecoming, tragic","human as commodity, prey, or sacrifice",illegitimacy,"illness, emotionally induced",incest-Tracy,actual incest,almost incest,consummation of incest,Inquisition,letter (any),fornicator (any),libertine,loose woman,gender of person having unacceptable sex,lunacy,masking,miniature,"music, mysterious",murder (any),filicide,fratricide,infanticide,mariticide,matricide,parricide,sororicide,uxoricide,monastery (any),nun (any),sexually active nun,orphan,"passage, subterranean",noble peasant or apparent peasant,piracy,poison (any),portrait (any),presentiment,putrefaction,sexual assault,rape,attempted rape,kind of assault,"relative, lost, discovery of","reputation, loss of",Satan and lesser demons,"secrecy, oath of",seduction,of female by male,of male by female,gender of seductee,shipwreck,bones (any),skeleton (any),skull (any),starvation,storm,suicide mentions (any),suicide,attempted or contemplated suicide,faked or threatened suicide,status of suicide,torture (any),usurpation,"vengeance, vow of",villainess,"voice, mysterious","warning, anonymous or pseudonymous",wedding (any),"aborted prior to ceremony, wedding",clandestine wedding,counterfeit wedding,forced wedding,interrupted wedding,status of wedding,sentimental;Sentimental;Sentimentalized;sentimentalized,acoustic,authentic;actual;actually,combined;Combined;combines;compilation;composite;Anthology;anthology,Apocalyptic,Chapbook;chapbook;bluebook,castle,categorized,centered,character;characterization;characters,containing,Parody;parody;burlesque;caricature;satire;satiric;satirizes;Comic,effects;elements;features;attitudes;episodes;intermittent;methods;overtones;periodic;qualities;scenes;situations;touches;traits;tendencies;strains;devices;Semi;secondary;components,Contemporized,descriptions,domestic;Domestic;domesticated,Doppleganger;Double,drama,entanglements,epistolary;Epistolary,essays,explained;Natural;natural;Naturalized;naturalized,fantasy,father,Fehmic;FehmicCourt,Fiction;fiction,form;format,fragments,futuristic,genealogical,German;Germanic;Rauberroman;Rauberroman;Rauberromantik;Schauerroman;Schauerromantik;Shauerromantik;Ritterroman,Godwin;Godwins,gothic;Gothic,Gothified,Gothicism,Gothics,Grotto,heroine;heroines,Pure;high,historical;Historical;history;History,horrific;horror,terror;terrors,horrorANDterror,ONLYhorror,Ideas;ideas,imitates;imitation;imitations,incest-Frank,incident,Irish,Jacobin,journalistic;Documentary,main,key,Lewisite;Lewiss;THEMONK;THEMONKs,legend,Lelands;LONGSWORD,loathsome,maiden,Maturins;THEFATALREVENGE;MELMOTHTHEWANDERER,Medieval;medievalism,mode,modes,Monastic;monastic,monster,didactic;Didactic;didactit;moralized;Polemical;polemical;attack;Political;politics;philosophic;philosophical;Philosophical,didactic;Didactic;didactit;moralized,Polemical;polemical;attack;Political;politics;philosophic;philosophical;Philosophical;Radical;Revolution;revolutionary,Polemical;polemical;attack,Political;politics,philosophic;philosophical;Philosophical,Radical;Revolution;revolutionary,motif;motifs,mysterious,noir;Noir,Novel;novel;novels,novelists,Orientalized,Walpole;OTRANTO;Otrantoesque;THECASTLEOFOTRANTO
f,,,,,,,,,1,,1,,,,,,,,,,,,,1,,1,legal,1,1,,haven,,,,,,,,,,,,,,,,,,,1,,1,,gaming,1,,,,,,,,,,,1,,,,,,,,,,,,,,,2,1,1,both,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,f,,,,,1,,2,1,1,,suicide and attempt,,,,1,,1,1,,,1,,,counterfeit,Sentimental,,,,,,,,,,,,elements,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,didactic,didactic,,,,,,,,,,,,
f,,,,,1,1,,female,1,,,,,,,,,,,1,1,,evil,,,,,1,,1,prison,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,female,,2,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,,,,,fiction,,,,,,,,Gothified,,,,,,History,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,,,,,,,,,,,,,,,,,1,,,,,,,1,,1,legal,,,,,1,,,,,1,1,,,emotional,1,,,1,speech,,,,,,,,,,,,,,,,1,1,,female,,,,1,,,,1,,1,,1,almost,,,1,1,,m,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,,,1,,,,,,,,,2,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,Pure;high,,,terror,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,
f,,,,,,,,,,,,,,,,,,,,1,,1,good,,,,,,,,,,,,,,2,1,,1,emotional and sad,1,1,,,agonies,,,,,,,,,1,,,,,,,2,1,1,both,1,,,,1,,,,,,,,,,,1,1,,m,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,counterfeit,Sentimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,,,,,,,,,,,,1,1,,birthmark,,,,,,,,,,,,,2,,1,prison,,1,1,,male,1,1,,,emotional,,,,,,,,,,,,,,,1,,,,,,1,1,,female,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,3,1,,,1,1,"aborted, forced, and interrupted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,Pure;high,,,terror,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,
f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,Pure;high,,horror,terror,horror-terror,,,,,,,,,,,,,,,,,,,modes,,,,,,,,,,,,,,,,
m,,,,,,,,,,,,,,,,,1,,,1,,1,good,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,1,,,1,1,1,,,suicide,,,,,,,,,,,,,,,,,,,,,,,,,,tendencies,,,Domestic,,,,,,,,,,fiction,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,,,,,2,1,1,both,,,,,,,,,,,,,,,,1,1,,extra,,,,,,1,,,,,,,,,,,,,,,1,,1,1,,,drunkenness,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,Pure;high,,,,,,,,,,,,,,,,,Lelands;LONGSWORD,,,,,,,,,,,,,,,,,,,,,,THECASTLEOFOTRANTO
m,,,,,,,,,,,,1,1,,birthmark,,,1,,,,,,,,,,,,,,1,,,,,3,1,1,1,all,1,,,1,speech,1,1,,,,,,,1,,,,,,,1,1,,female,,,,1,,1,,,,1,,1,almost,,,,,,,,,,,1,1,,,,,,,,1,,,,1,1,1,1,2,,,,,,,1,,,,,,,,,1,1,,,1,,,,,,,1,,,,,1,,1,,,,clandestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,Gothics,,,Pure;high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,,,,,2,1,1,both,1,,,,,,,,,,,,,,,1,1,,extra,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,gaming,1,,,,,,,1,1,,female,1,1,,,,,,,,1,,1,almost,,,,,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,,,suicide,,,,,,,,,,,,,,,,,,,,,,,,,,effects;strains,,,,,,,,,,,,,,,,,,Schauerromantik,,Gothic,,,,,,Pure;high,,horror,terror,horror-terror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,,,,,1,1,,female,1,,,,,,,,,,,,,,,2,1,1,both,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,1,almost,,,1,,1,f,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,,rape,,,,,,,,,,,,,,1,1,1,,,suicide,,,,,,,,,,,,,,,,,,,,,,,,,,elements,,,,,,,,,,,,,fiction,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Polemical,,Polemical,Polemical,,,,,,,,,,
m,,,,,,,,,,,,,,,,,,,,,,,,1,1,,extra,,,,,2,,,,,1,1,,,emotional,,,,,,1,,,1,1,,,drunkenness,1,1,,,,,,1,1,,female,,,,1,,1,,,1,1,,1,almost,,,,,,,1,,1,,1,,1,,,,,,,2,,,1,1,,,,1,,,1,1,,rape,1,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,Pure;high,,,,,,,imitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,THECASTLEOFOTRANTO
m,,,,,1,1,,female,,,,,,,,,,,,,,,,1,1,,extra,,,,,,,,,,,,,,,,,,,,,,,1,,1,,gaming,,,,,,,,1,1,,female,,,,2,,,,,1,,,,,,,1,1,,m,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,Pure;high,,,terror,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,
m,,,,,,,,,1,1,,,,,,,,,,,,,,1,,1,legal,,,,,3,,,,,,,,,,,,,,,,,,2,1,1,,drunkenness and gaming,1,1,1,,1,prevented,,2,1,1,both,,,,1,,,,1,1,,,,,,1,1,,1,f,1,1,,1,1,1,,,,,,,1,,,,1,,,,,,,,1,,1,attempted rape,,1,,,1,1,,f,,,,,,1,1,1,,,suicide,,,1,,,,,,,,,,,,,,,,,,,,,,,episodes,,,,,,,,,,,,,fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,gaming,,,,,,,,1,,1,male,,2,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,clandestine,,,,,,,,,,,,,,,,Domestic,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,,,,,1,1,,female,,,,,,,,,,,,,,,,1,,1,legal,,,,,1,,,,,,,,,,,,,,,1,,,2,1,1,,drunkenness and gaming,1,,,,,,,2,1,1,both,,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,1,1,,1,attempted rape,1,1,,,1,1,,f,1,1,,1,,,1,1,,,suicide,,,,,,,1,,1,,,,clandestine,,,,,,,,,,,,,elements,,descriptions,,,,,,,,,,,,,,,,,,Gothic,,,,,,Pure;high,,,,,,,,,,,,,,,THEMONKs,,,loathsome,,,,,,,,,,,,,,,,,,,,,
m,,,,,1,1,,female,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,gaming,,,,,,,,2,1,1,both,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,1,1,,f,,,,,,1,2,1,1,,suicide and attempt,,,1,1,,,,,,,,,,,,,,,,,,,characters,,,features,,,,,,,,,,,,,,,,,,Schauerromantik,,Gothic,,,,,,Pure;high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,,,,,,,,,,,,,,,,,,1,,,,,,1,1,,extra,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,1,1,,f,,,,,,1,2,1,1,,suicide and attempt,1,,1,,,,,,,,,,,,,,,,,,,,characters,,,features,,,,,,,,,,,,,,,,,,Schauerromantik,,Gothic,,,,,,Pure;high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,,,,,,,,,,,,,,,,,,,,,,,,1,,1,legal,,,,,,,,,,2,1,,1,emotional and sad,1,1,,,agonies,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,suicide,,,,,,,,,,,,,,,,,,,,,,,,,,elements,,,Domestic,,,,,,,,,,fiction,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,,,,,,,,,,1,,,,,,,,,1,1,,1,good,2,1,1,both,,,,,3,,,,,2,1,,1,emotional and sad,1,1,,,agonies,,1,,2,1,1,,drunkenness and gaming,1,1,1,1,,successful,,2,1,1,both,,,,1,1,1,,1,1,1,1,,almost,,,2,1,1,both,,,1,,,,,,,,,,,,,,1,,,,,1,,,,,,,1,1,1,,,,,,,,,,1,1,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Natural,,,,,,,,,,,Gothic,,,,,,,,horror,,,horror,,,incest,,,,,,,,,,,,,,,,,,,,,,,,,motif,,,,,,
m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,gaming,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,characterization,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,,,,,2,1,1,both,,1,,1,1,,birthmark,1,,1,1,1,1,,evil,1,,1,legal,1,,1,prison,4,,,,,,,,,,,,,,,,,,2,1,,1,drunkenness and gluttony,,1,,,,,,2,1,1,both,1,,1,,,,2,1,,2,1,1,both,1,,2,1,1,both,,,1,,3,,1,1,,,1,,,,,,,1,,1,,1,,1,1,1,,rape,1,1,1,1,2,1,1,both,,,,,,1,2,1,,1,suicide and fake,1,,,1,1,,1,,,,,1,interrupted,,,,,,,,,,,,,elements,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,Pure;high,,,,,,,,,,,,,,,THEMONK,,,,,,,,,,monster,,,,,,,,motif,,,,,,
m,,,,,2,1,1,both,,,,,,,,,,,,,,,,1,1,,extra,,,,,3,,,,,1,1,,,emotional,1,,,1,speech,1,,,,,,,,1,1,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,1,,1,,2,1,1,,,,,,,,,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,elements,,,,,,,,,,,,,,,,,,,,Gothic,Gothified,,,,,,history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,1,1,,bad,1,1,,female,1,,,,,,,,,1,,,,,,1,1,,extra,1,,,,,,,,,1,1,,,emotional,,,,,,1,,,,,,,,,1,1,1,,successful,,1,1,,female,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,1,1,,,1,,,,,,,,1,,1,,2,,,,1,1,forced and interrupted,,,,,,,,,,,,,elements,,,,,,,,,,,,,,,,,,,,Gothic,Gothified,,,Grotto,,,history,horror,,,horror,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,
m,,,,,,,,,1,,,,,,,,,,1,,,,,1,1,,extra,1,1,,haven,,1,,,,2,1,,1,emotional and sad,,,,,,,,,1,,1,,gaming,1,,,,,,,1,1,,female,,,1,,,,1,1,,1,,1,almost,,,,,,,1,,,,2,1,,1,,,,,,,,,,,,,,1,,,,,,,,,,,1,1,,f,,,,,,,,,,,,,,,1,,,1,,1,,,,clandestine,,,,,,,,,,character,,,,,,domestic,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Novel,,,
m,2,1,1,both,1,1,,female,1,1,1,,,,,,1,,,1,1,,evil,1,1,,extra,1,,1,prison,2,,,,,1,1,,,emotional,1,1,,,agonies,1,1,1,2,1,1,,drunkenness and gaming,,1,,,,,1,2,1,1,both,,1,,,,,,,1,,,,,,2,2,1,1,both,1,1,1,,3,1,,,,,1,,1,,,,,1,,1,1,,,1,1,,1,attempted rape,,,,1,2,1,1,both,1,,,,1,1,1,1,,,suicide,,,,,1,,1,,1,,,,clandestine,,,,,,,,,,,containing,,elements,,,,,,,,,,,,,fiction,,,,,,,Gothic,,,Gothics,,,Pure;high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,,,,,,,,,,1,,,,,,1,,1,,,,,,1,1,,extra,2,,1,prison,,,,,,,,,,,1,1,,,agonies,1,,,1,,1,,gaming,,,,,,,,1,1,,female,,1,,,,1,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,form,,,,,,Gothic,,,,,,Pure;high,,,terror,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,
m,,,,,1,1,,female,,,,,,,,,,,,,,,,,,,,2,1,1,both,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,2,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,1,1,,,suicide,,,,,,,1,,,,,1,interrupted,,,,,,,,,,,,,,,,,,,,,,natural,,,,,,,,,,,Gothic,,,,,,Pure;high,,horror,,,horror,,,,,,,,,,,,,,,,,,,monastic,,,,,,,,,,,,,,,
m,,,,,1,1,,female,,1,1,1,1,,birthmark,2,,1,,1,1,,evil,1,1,,extra,,,,,1,,,,,,,,,,,,,,,1,1,,1,,,1,gluttony,,1,,,,,,1,,1,male,1,2,,1,,,1,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,1,,,1,1,,1,attempted rape,1,,,,,,,,,,,,,,1,1,,,suicide,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothified,,,,,,history,horror,terror,horror-terror,,,,,,,,,,,,,,,,,,,modes,,,,,,,,,,,,,,,,
m,,,,,,,,,,1,,,,,,1,1,,1,2,1,1,both,1,1,,extra,,,,,,,,,,1,1,,,emotional,1,1,,,agonies,,,,1,1,,,drunkenness,1,1,,,,,,2,1,1,both,,2,1,,1,,1,1,1,1,,1,almost,1,,,,,,1,,1,1,2,,,1,,,1,,,2,,,,1,,,,2,,,,,,,,,,,,,,,1,2,,2,1,1,,,,,,1,,,,1,,1,,1,,,,clandestine,,,actually,composite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,Pure;high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,,,,,,,,,,,,,,,,,,,,1,1,,evil,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,suicide,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,Pure;high,,,terror,,,,,,,Irish,,,,,,,,,,,,mode,,,,politics,,politics;revolutionary,,politics,,revolutionary,,,,,,,
m,,,,,,,,,,,1,,,,,,,,,1,,1,good,1,,1,legal,,,,,1,,,,,,,,,,,,,,,,,1,3,1,1,1,all three,1,,,,,,,1,1,,female,,,,,,,,1,1,,,,,,,1,,1,f,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,fake,,,,,,,,,,,,,,,,,,,,,,,,,,touches,,,Domestic,,,,,,,,,,fiction,,,,,,,,,Gothicism,,,,,,,terror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,1,1,,bad,,,,,,1,,,,,,2,,1,,1,1,,evil,1,1,,extra,,,,,1,1,,,,,,,,,1,,,1,speech,1,1,,1,,1,,gaming,,,,,,,,1,1,,female,1,,,1,,,,,,,,,,1,,2,1,1,both,,1,1,,1,,,,,,1,,,,1,,,1,,,,1,,,,,,,1,,,,,,,,1,1,1,,,1,,,,,,,,1,,1,,1,,1,,,,clandestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,Pure;high,,horror,terror,horror-terror,,,,,,,,,,,,,,,,,,,modes,,,,,,,,,,,,,,,,
m,,,,,1,1,,female,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,gaming,1,,1,1,,successful,,,,,,1,,,,,,,,,,,,,,,1,1,,m,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,f,,,,,,,1,1,,,suicide,,1,,,,,,,,,,,,,,,,,,,,,,,satiric,elements,,,,,,,,,,,,,,,,,,,Godwin,Gothic,,,,,,,,,,,,,,,,,Jacobin,,,,,,,,,,,,,,,polemical;attack;Political;philosophic,,polemical;attack;Political;philosophic,polemical;attack,Political,philosophic,,,,,,novelists,,
m,,,,,,,,,,,,1,,1,scar,1,,1,,,,,,,,,,1,,,,1,1,,,,1,1,,,emotional,,,,,,1,,,,,,,,,,1,1,,successful,,2,1,1,both,3,,,,1,1,,,1,,,,,,,,,,,1,,,,1,1,,,,,,,,,1,1,,,,,1,,,1,,,,,1,,,1,1,1,,f,,,,,,,1,1,,,suicide,1,,1,,,,,,,,,,,,,,anthology,,,,,,,,,,,,,,,,,,,,,,,,,,,Germanic;Schauerromantik,,Gothic,,,,,,,,horror,terror,horror-terror,,,imitations,,,,,,,,,,,,,,,,modes,,,,,,,,,,,,,,,,
m,,,,,,,,,,,,1,1,,birthmark,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,chapbook,,,,,,,,,,,,drama,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,,,,,,,,,,1,1,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rauberroman,,,,,,,,,,,terror,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,
m,,,,,,,,,,1,1,,,,,1,,,1,1,1,,evil,2,1,1,both,2,1,1,both,2,,,,,,,,,,,,,,,1,1,1,1,1,,,drunkenness,,1,2,,2,bungled and prevented,,1,,1,male,1,1,,2,,,,1,1,1,1,,actual,1,1,1,1,,m,,1,1,1,3,,1,,,1,,1,,1,4,2,,1,,,1,1,,1,1,1,,rape,1,,1,,1,1,,f,,1,,1,1,1,1,,,1,fake,,,,,,,1,,1,,,,clandestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Schauerromantik,,Gothic,,,,,,Pure;high,,horror,terror,horror-terror,,,,,,,,,,,,,,,,,,,modes,monastic,,,,,,,,,,,,,,,
m,,,,,1,1,,female,,,,,,,,,,1,1,2,1,1,both,1,1,,extra,,,,,,1,,,,,,,,,,,,,,,,,1,1,,,drunkenness,,1,,,,,,1,1,,female,,1,,,,1,,1,1,,,,,,,,,,,,,,,1,,,,,,1,,,2,,,,,,1,,,,,1,,1,attempted rape,,,,,1,1,,f,1,,,,,1,1,1,,,suicide,,1,,,,,1,,,,,1,interrupted,,,,,,,,,,,,,elements,,,,,,,,,,,,,,,,,,,,Gothic,Gothified,,,,,,historical;history,,terror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,,,,,,,,,,,,,,,,,1,,,1,,1,good,,,,,,,,,,,,,,,,,,,1,,,1,speech,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,domestic,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Didactic,Didactic,,,,,,,,,novel,,,
m,,,,,2,1,1,both,,1,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,attempted rape,1,,,,,,,,,,,,,,1,,1,,attempt,,1,,,,,,,,,,,,,,,,,,,,,,,,elements,,,,,,,,,,,,,,,,,,Schauerromantik,,Gothic,,,,,,Pure;high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,,,,,2,1,1,both,,,,1,,1,scar,,1,,,,,,,1,1,,extra,,,,,,1,,,,,,,,,1,,,1,speech,1,,1,2,1,1,,drunkenness and gaming,1,1,,,,,,2,1,1,both,,1,,,,,,,1,,,,,,,1,,1,f,,1,1,,,,,,,,,,,2,,,,,,,,,,,,,,,1,,,,1,1,,f,,,,,,1,,,,,,,1,1,,,1,2,,1,,,1,clandestine and interrupted,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,Pure;high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,,,,,1,,1,male,,1,,1,,1,scar,,1,,,,,,,1,1,,extra,,,,,,1,,,,1,1,,,emotional,,,,,,,,1,,,,,,,1,1,1,,successful,,2,1,1,both,,,1,1,,,,1,,1,,1,almost,,,,,,,1,,1,,1,,,,,1,,,,,,,,1,,,,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothified,,,,,,history,,terror,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,
